5.716974257876117349e-02,8.693816270052281969e-02,1.315349548351815612e+00,1.454523278002990860e+00
1.186607880836743900e-01,1.875992359875827964e-01,1.313163156919002317e+00,1.442574342189813841e+00
1.846308743286496357e-01,3.021650753682824098e-01,1.310980399734966495e+00,1.430723567106839234e+00
2.552436356318077970e-01,4.308220535068414958e-01,1.308801270758819912e+00,1.418970146361842266e+00
3.306688230008550389e-01,5.737611457727448405e-01,1.306625763959705866e+00,1.407313280187123539e+00
4.110825325409264708e-01,7.311780175889179834e-01,1.304453873316793855e+00,1.395752175385090110e+00
4.966674423919717474e-01,9.032731136162209795e-01,1.302285592819261373e+00,1.384286045274282451e+00
5.876130585141989826e-01,1.090251748811279064e+00,1.300120916466276366e+00,1.372914109635843261e+00
6.841159696519947264e-01,1.292324201395444794e+00,1.297959838266983246e+00,1.361635594660428827e+00
7.863801118190749673e-01,1.509705807773444874e+00,1.295802352240483790e+00,1.350449732895552479e+00
8.946170426604267423e-01,1.742617059441067484e+00,1.293648452415819383e+00,1.339355763193363691e+00
1.009046226059861828e+00,1.991283701922043514e+00,1.291498132831958356e+00,1.328352930658857067e+00
1.129895327375801006e+00,2.255936835775104399e+00,1.289351387537777338e+00,1.317440486598503657e+00
1.257400519702174702e+00,2.536813019713036965e+00,1.287208210592044377e+00,1.306617688469303928e+00
1.391806801566157992e+00,2.834154375876411169e+00,1.285068596063403179e+00,1.295883799828263516e+00
1.533368326489829681e+00,3.148208697305528769e+00,1.282932538030357339e+00,1.285238090282284862e+00
1.682348744858792822e+00,3.479229557655044047e+00,1.280800030581255244e+00,1.274679835438456976e+00
1.839021558557351943e+00,3.827476423196599864e+00,1.278671067814262097e+00,1.264208316854775749e+00
2.003670488846961639e+00,4.193214767155772904e+00,1.276545643837367905e+00,1.253822821991245284e+00
2.176589857982540011e+00,4.576716186430543232e+00,1.274423752768345075e+00,1.243522644161405566e+00
2.358084985079627938e+00,4.978258520739498039e+00,1.272305388734748188e+00,1.233307082484235373e+00
2.548472596764586484e+00,5.398125974248950243e+00,1.270190545873893129e+00,1.223175441836465538e+00
2.748081253159879722e+00,5.836609239729154908e+00,1.268079218332838209e+00,1.213127032805276784e+00
2.957251789777098239e+00,6.294005625290853168e+00,1.265971400268375291e+00,1.203161171641388805e+00
3.176337775911789230e+00,6.770619183754400083e+00,1.263867085847001803e+00,1.193277180212533040e+00
3.405705990156303375e+00,7.266760844704820421e+00,1.261766269244918970e+00,1.183474385957306474e+00
3.645736913669923140e+00,7.782748549287182627e+00,1.259668944648002942e+00,1.173752121839443774e+00
3.896825241869378953e+00,8.318907387797951358e+00,1.257575106251799024e+00,1.164109726302324788e+00
4.159380415227637684e+00,8.875569740128904428e+00,1.255484748261497252e+00,1.154546543223988309e+00
4.433827169894525078e+00,9.453075419120441580e+00,1.253397864891919511e+00,1.145061921873477218e+00
4.720606108879401575e+00,1.005177181688839561e+01,1.251314450367509323e+00,1.135655216862479833e+00
5.020174294563751971e+00,1.067201405417266713e+01,1.249234498922300318e+00,1.126325788109298287e+00
5.333005863340202879e+00,1.131416513278511893e+01,1.247158004799921116e+00,1.117073000787053516e+00
5.659592663204267460e+00,1.197859609120706814e+01,1.245084962253560690e+00,1.107896225284791925e+00
6.000444915155928705e+00,1.266568616340507880e+01,1.243015365545965700e+00,1.098794837164154714e+00
6.356091899300214010e+00,1.337582294093028423e+01,1.240949208949418292e+00,1.089768217116471760e+00
6.727082666569102365e+00,1.410940253836751523e+01,1.238886486745718329e+00,1.080815750920621099e+00
7.113986777021548136e+00,1.486682976220239283e+01,1.236827193226170962e+00,1.071936829401039404e+00
7.517395065714137736e+00,1.564851828317473981e+01,1.234771322691575968e+00,1.063130848387144667e+00
7.937920437171963606e+00,1.645489081219090366e+01,1.232718869452201993e+00,1.054397208671296937e+00
8.376198689527747376e+00,1.605321012730321328e+01,1.230669827827771456e+00,1.045735315968347123e+00
8.832889369437108229e+00,1.565192387590985312e+01,1.228624192147460548e+00,1.037144580875240862e+00
9.308676658919321056e+00,1.525096953338461958e+01,1.226581956749827285e+00,1.028624418830887066e+00
9.804270295315564709e+00,1.485028387904407765e+01,1.224543115982962505e+00,1.020174250076388844e+00
1.032040652560181826e+01,1.444980297718180573e+01,1.222507664204186995e+00,1.011793499615553316e+00
